db.Total.Records,db.Year.of.Breach
"1,626",2014
"1,667",2014
"1,674",2014
"1,700",2014
"1,700",2014
"1,700",2014
"1,706",2014
"1,717",2014
"1,740",2014
"1,746",2014
"1,778",2014
"1,782",2014
"1,800",2014
"1,801",2014
"1,801",2014
"1,831",2014
"1,837",2014
"1,845",2014
"1,847",2014
"1,863",2014
"1,866",2014
"1,872",2014
"1,883",2014
"1,892",2014
"1,900",2014
"1,918",2014
"1,981",2014
"1,981",2014
"2,000",2014
"2,042",2014
"2,076",2014
"2,172",2014
"2,200",2014
"2,260",2014
"2,269",2014
"2,289",2014
"2,308",2014
"2,318",2014
"2,350",2014
"2,365",2014
"2,477",2014
"2,500",2014
"2,500",2014
"2,523",2014
"2,546",2014
"2,588",2014
"2,589",2014
"2,595",2014
"2,657",2014
"2,691",2014
"2,742",2014
"2,780",2014
"2,780",2014
"2,828",2014
"2,874",2014
"2,962",2014
"2,962",2014
"2,992",2014
"2,995",2014
"3,000",2014
"3,000",2014
"3,026",2014
"3,101",2014
"3,104",2014
"3,206",2014
"3,300",2014
"3,334",2014
"3,334",2014
"3,397",2014
"3,397",2014
"3,458",2014
"3,477",2014
"3,500",2014
"3,529",2014
"3,534",2014
"3,598",2014
"3,637",2014
"3,675",2014
"3,750",2014
"3,780",2014
"3,814",2014
"3,861",2014
"3,936",2014
"4,000",2014
"4,000",2014
"4,000",2014
"4,067",2014
"4,077",2014
"4,230",2014
"4,469",2014
"4,487",2014
"4,500",2014
"4,500",2014
"4,658",2014
"4,676",2014
"4,744",2014
"4,748",2014
"4,786",2014
"5,000",2014
"5,000",2014
"5,000",2014
"5,000",2014
"5,100",2014
"5,178",2014
"5,370",2014
"5,415",2014
"5,471",2014
"5,499",2014
"5,534",2014
"5,795",2014
"5,845",2014
"5,867",2014
"6,000",2014
"6,000",2014
"6,073",2014
"6,141",2014
"6,141",2014
"6,302",2014
"6,307",2014
"6,475",2014
"6,900",2014
"6,932",2014
"6,989",2014
"7,000",2014
"7,016",2014
"7,500",2014
"7,800",2014
"7,888",2014
"7,911",2014
"8,000",2014
"8,000",2014
"8,000",2014
"8,261",2014
"8,300",2014
"8,421",2014
"8,830",2014
"8,845",2014
"9,255",2014
"9,602",2014
"9,640",2014
"9,861",2014
"9,986",2014
"10,000",2014
"10,000",2014
"10,000",2014
"10,058",2014
"10,104",2014
"10,172",2014
"10,400",2014
"10,604",2014
"10,604",2014
"10,790",2014
"10,793",2014
"10,993",2014
"11,000",2014
"11,531",2014
"11,551",2014
"12,000",2014
"12,286",2014
"12,450",2014
"13,000",2014
"13,074",2014
"13,177",2014
"13,646",2014
"13,877",2014
"13,907",2014
"14,000",2014
"14,100",2014
"14,100",2014
"14,121",2014
"15,000",2014
"15,000",2014
"15,000",2014
"15,265",2014
"15,380",2014
"16,446",2014
"17,776",2014
"17,914",2014
"18,000",2014
"18,000",2014
"18,000",2014
"20,000",2014
"20,000",2014
"20,000",2014
"22,511",2014
"25,000",2014
"25,000",2014
"25,000",2014
"25,513",2014
"25,764",2014
"25,855",2014
"26,162",2014
"27,839",2014
"28,300",2014
"29,780",2014
"30,000",2014
"30,000",2014
"31,677",2014
"31,980",2014
"32,000",2014
"33,136",2014
"33,136",2014
"33,702",2014
"33,702",2014
"35,000",2014
"35,000",2014
"35,212",2014
"35,357",2014
"36,400",2014
"36,802",2014
"38,906",2014
"41,000",2014
"41,437",2014
"42,713",2014
"46,473",2014
"47,000",2014
"47,683",2014
"48,439",2014
"48,752",2014
"49,000",2014
"49,714",2014
"50,000",2014
"50,000",2014
"50,918",2014
"55,000",2014
"55,000",2014
"55,207",2014
"55,900",2014
"56,853",2014
"60,582",2014
"60,582",2014
"62,000",2014
"63,000",2014
"63,325",2014
"71,701",2014
"72,500",2014
"74,944",2014
"75,026",2014
"76,258",2014
"82,601",2014
"96,998",2014
"97,000",2014
"120,000",2014
"146,000",2014
"158,128",2014
"160,000",2014
"163,000",2014
"168,000",2014
"200,000",2014
"214,000",2014
"233,000",2014
"280,000",2014
"290,780",2014
"307,528",2014
"309,079",2014
"342,197",2014
"350,000",2014
"398,000",2014
"405,000",2014
"800,000",2014
"839,711",2014
"850,000",2014
"868,000",2014
"1,000,000",2014
"1,062,510",2014
"1,100,000",2014
"1,200,000",2014
"1,700,000",2014
"2,000,000",2014
"2,000,000",2014
"4,500,000",2014
"4,500,000",2014
"6,000,000",2014
"56,000,000",2014
"76,000,000",2014
"145,000,000",2014
"1,000,000,000",2014
3,2015
18,2015
49,2015
100,2015
160,2015
200,2015
244,2015
389,2015
410,2015
500,2015
500,2015
500,2015
500,2015
500,2015
500,2015
500,2015
501,2015
502,2015
503,2015
506,2015
508,2015
509,2015
509,2015
509,2015
509,2015
524,2015
540,2015
550,2015
553,2015
560,2015
561,2015
563,2015
567,2015
570,2015
570,2015
571,2015
592,2015
600,2015
600,2015
601,2015
621,2015
627,2015
630,2015
630,2015
632,2015
633,2015
643,2015
648,2015
650,2015
659,2015
659,2015
659,2015
662,2015
662,2015
670,2015
674,2015
678,2015
678,2015
680,2015
680,2015
686,2015
686,2015
700,2015
721,2015
722,2015
738,2015
756,2015
782,2015
800,2015
810,2015
826,2015
827,2015
833,2015
835,2015
838,2015
843,2015
844,2015
845,2015
845,2015
845,2015
846,2015
854,2015
855,2015
857,2015
858,2015
862,2015
864,2015
873,2015
874,2015
880,2015
880,2015
880,2015
915,2015
941,2015
946,2015
946,2015
955,2015
958,2015
960,2015
967,2015
975,2015
975,2015
981,2015
986,2015
995,2015
"1,000",2015
"1,004",2015
"1,006",2015
"1,009",2015
"1,009",2015
"1,029",2015
"1,030",2015
"1,030",2015
"1,040",2015
"1,040",2015
"1,040",2015
"1,064",2015
"1,100",2015
"1,100",2015
"1,111",2015
"1,125",2015
"1,134",2015
"1,138",2015
"1,144",2015
"1,168",2015
"1,170",2015
"1,182",2015
"1,200",2015
"1,200",2015
"1,233",2015
"1,233",2015
"1,242",2015
"1,260",2015
"1,275",2015
"1,285",2015
"1,285",2015
"1,300",2015
"1,300",2015
"1,300",2015
"1,339",2015
"1,342",2015
"1,342",2015
"1,342",2015
"1,359",2015
"1,359",2015
"1,359",2015
"1,400",2015
"1,400",2015
"1,406",2015
"1,407",2015
"1,426",2015
"1,445",2015
"1,447",2015
"1,450",2015
"1,458",2015
"1,475",2015
"1,494",2015
"1,500",2015
"1,500",2015
"1,508",2015
"1,529",2015
"1,530",2015
"1,551",2015
"1,581",2015
"1,600",2015
"1,600",2015
"1,615",2015
"1,615",2015
"1,622",2015
"1,651",2015
"1,680",2015
"1,688",2015
"1,708",2015
"1,726",2015
"1,787",2015
"1,859",2015
"1,859",2015
"1,872",2015
"1,997",2015
"2,000",2015
"2,000",2015
"2,000",2015
"2,000",2015
"2,000",2015
"2,060",2015
"2,071",2015
"2,074",2015
"2,075",2015
"2,100",2015
"2,153",2015
"2,153",2015
"2,207",2015
"2,207",2015
"2,208",2015
"2,259",2015
"2,300",2015
"2,302",2015
"2,345",2015
"2,473",2015
"2,500",2015
"2,500",2015
"2,584",2015
"2,722",2015
"2,743",2015
"2,772",2015
"2,772",2015
"2,800",2015
"2,809",2015
"2,815",2015
"2,860",2015
"2,873",2015
"2,918",2015
"2,929",2015
"2,983",2015
"2,984",2015
"3,000",2015
"3,000",2015
"3,000",2015
"3,000",2015
"3,000",2015
"3,074",2015
"3,224",2015
"3,224",2015
"3,311",2015
"3,321",2015
"3,334",2015
"3,397",2015
"3,403",2015
"3,421",2015
"3,500",2015
"3,650",2015
"3,902",2015
"3,903",2015
"3,952",2015
"3,952",2015
"3,957",2015
"4,000",2015
"4,000",2015
"4,000",2015
"4,000",2015
"4,200",2015
"4,223",2015
"4,278",2015
"4,300",2015
"4,500",2015
"4,668",2015
"4,668",2015
"4,725",2015
"4,859",2015
"4,885",2015
"4,920",2015
"4,920",2015
"5,000",2015
"5,000",2015
"5,000",2015
"5,117",2015
"5,117",2015
"5,327",2015
"5,338",2015
"5,372",2015
"5,440",2015
"6,166",2015
"6,195",2015
"6,195",2015
"6,400",2015
"6,400",2015
"6,500",2015
"6,500",2015
"6,600",2015
"6,871",2015
"6,909",2015
"6,909",2015
"7,029",2015
"7,029",2015
"7,038",2015
"7,448",2015
"7,448",2015
"7,549",2015
"7,664",2015
"7,666",2015
"7,693",2015
"7,693",2015
"7,700",2015
"7,925",2015
"7,925",2015
"7,967",2015
"8,208",2015
"8,300",2015
"8,345",2015
"8,700",2015
"8,700",2015
"8,700",2015
"8,700",2015
"8,791",2015
"8,830",2015
"9,000",2015
"9,300",2015
"9,627",2015
"10,000",2015
"10,946",2015
"11,000",2015
"11,000",2015
"11,100",2015
"11,100",2015
"11,266",2015
"12,000",2015
"12,000",2015
"12,049",2015
"12,500",2015
"12,517",2015
"12,673",2015
"12,914",2015
"13,000",2015
"13,000",2015
"14,000",2015
"14,100",2015
"14,177",2015
"14,500",2015
"14,910",2015
"16,000",2015
"16,107",2015
"18,000",2015
"18,000",2015
"18,133",2015
"18,213",2015
"19,000",2015
"19,000",2015
"20,512",2015
"24,967",2015
"29,156",2015
"30,000",2015
"38,351",2015
"38,351",2015
"39,000",2015
"43,068",2015
"43,890",2015
"43,890",2015
"50,000",2015
"50,000",2015
"50,000",2015
"50,000",2015
"54,203",2015
"56,694",2015
"56,694",2015
"60,000",2015
"63,325",2015
"63,325",2015
"69,246",2015
"79,000",2015
"80,000",2015
"81,463",2015
"84,681",2015
"90,060",2015
"93,000",2015
"151,626",2015
"151,626",2015
"160,000",2015
"306,789",2015
"355,127",2015
"390,000",2015
"557,779",2015
"590,000",2015
"663,200",2015
"697,586",2015
"697,586",2015
"700,000",2015
"700,000",2015
"1,100,000",2015
"1,100,000",2015
"1,500,000",2015
"3,500,000",2015
"3,900,000",2015
"4,500,000",2015
"4,500,000",2015
"4,600,000",2015
"5,100,000",2015
"6,000,000",2015
"10,000,000",2015
"10,000,000",2015
"11,000,000",2015
"11,000,000",2015
"15,000,000",2015
"21,500,000",2015
"37,000,000",2015
"78,800,000",2015
"80,000,000",2015
1,2016
4,2016
20,2016
20,2016
22,2016
37,2016
43,2016
43,2016
45,2016
100,2016
100,2016
100,2016
108,2016
121,2016
166,2016
182,2016
207,2016
315,2016
336,2016
450,2016
500,2016
500,2016
500,2016
500,2016
500,2016
500,2016
500,2016
500,2016
500,2016
504,2016
505,2016
505,2016
520,2016
524,2016
524,2016
528,2016
528,2016
532,2016
532,2016
533,2016
537,2016
537,2016
540,2016
540,2016
540,2016
540,2016
544,2016
544,2016
547,2016
552,2016
574,2016
574,2016
578,2016
578,2016
591,2016
597,2016
600,2016
600,2016
600,2016
600,2016
600,2016
603,2016
603,2016
610,2016
610,2016
625,2016
625,2016
626,2016
626,2016
647,2016
647,2016
647,2016
648,2016
648,2016
648,2016
649,2016
650,2016
650,2016
650,2016
659,2016
663,2016
665,2016
668,2016
668,2016
674,2016
674,2016
677,2016
677,2016
688,2016
688,2016
697,2016
700,2016
700,2016
700,2016
700,2016
707,2016
717,2016
717,2016
719,2016
719,2016
726,2016
726,2016
730,2016
738,2016
743,2016
743,2016
771,2016
771,2016
771,2016
773,2016
773,2016
777,2016
777,2016
793,2016
794,2016
794,2016
800,2016
800,2016
800,2016
812,2016
812,2016
817,2016
824,2016
829,2016
850,2016
854,2016
860,2016
860,2016
862,2016
863,2016
865,2016
869,2016
880,2016
880,2016
889,2016
897,2016
897,2016
907,2016
913,2016
913,2016
930,2016
955,2016
957,2016
971,2016
975,2016
975,2016
976,2016
976,2016
981,2016
981,2016
992,2016
992,2016
992,2016
998,2016
998,2016
"1,000",2016
"1,000",2016
"1,000",2016
"1,000",2016
"1,000",2016
"1,000",2016
"1,000",2016
"1,000",2016
"1,000",2016
"1,000",2016
"1,000",2016
"1,000",2016
"1,009",2016
"1,024",2016
"1,025",2016
"1,032",2016
"1,032",2016
"1,042",2016
"1,049",2016
"1,057",2016
"1,062",2016
"1,062",2016
"1,067",2016
"1,067",2016
"1,076",2016
"1,076",2016
"1,100",2016
"1,100",2016
"1,100",2016
"1,124",2016
"1,136",2016
"1,154",2016
"1,154",2016
"1,185",2016
"1,185",2016
"1,200",2016
"1,200",2016
"1,200",2016
"1,208",2016
"1,212",2016
"1,212",2016
"1,235",2016
"1,326",2016
"1,326",2016
"1,341",2016
"1,349",2016
"1,349",2016
"1,349",2016
"1,349",2016
"1,349",2016
"1,350",2016
"1,350",2016
"1,370",2016
"1,370",2016
"1,400",2016
"1,400",2016
"1,408",2016
"1,413",2016
"1,437",2016
"1,437",2016
"1,440",2016
"1,443",2016
"1,443",2016
"1,456",2016
"1,456",2016
"1,457",2016
"1,457",2016
"1,458",2016
"1,466",2016
"1,466",2016
"1,468",2016
"1,468",2016
"1,479",2016
"1,479",2016
"1,500",2016
"1,500",2016
"1,500",2016
"1,500",2016
"1,500",2016
"1,500",2016
"1,506",2016
"1,506",2016
"1,550",2016
"1,550",2016
"1,614",2016
"1,620",2016
"1,620",2016
"1,625",2016
"1,625",2016
"1,654",2016
"1,654",2016
"1,669",2016
"1,669",2016
"1,679",2016
"1,682",2016
"1,682",2016
"1,745",2016
"1,835",2016
"1,835",2016
"1,854",2016
"1,878",2016
"1,906",2016
"1,906",2016
"1,945",2016
"1,950",2016
"1,950",2016
"1,980",2016
"1,987",2016
"1,987",2016
"2,000",2016
"2,000",2016
"2,000",2016
"2,000",2016
"2,000",2016
"2,000",2016
"2,000",2016
"2,000",2016
"2,000",2016
"2,000",2016
"2,006",2016
"2,013",2016
"2,029",2016
"2,029",2016
"2,124",2016
"2,124",2016
"2,130",2016
"2,147",2016
"2,147",2016
"2,199",2016
"2,200",2016
"2,200",2016
"2,245",2016
"2,245",2016
"2,250",2016
"2,250",2016
"2,292",2016
"2,292",2016
"2,300",2016
"2,300",2016
"2,373",2016
"2,373",2016
"2,387",2016
"2,393",2016
"2,400",2016
"2,400",2016
"2,426",2016
"2,426",2016
"2,441",2016
"2,441",2016
"2,451",2016
"2,451",2016
"2,473",2016
"2,473",2016
"2,483",2016
"2,483",2016
"2,500",2016
"2,500",2016
"2,500",2016
"2,500",2016
"2,506",2016
"2,506",2016
"2,602",2016
"2,602",2016
"2,664",2016
"2,734",2016
"2,734",2016
"2,800",2016
"2,808",2016
"2,808",2016
"2,812",2016
"2,814",2016
"2,818",2016
"2,827",2016
"2,827",2016
"2,844",2016
"2,844",2016
"2,892",2016
"2,933",2016
"2,933",2016
"2,938",2016
"2,938",2016
"2,939",2016
"2,939",2016
"3,000",2016
"3,000",2016
"3,000",2016
"3,000",2016
"3,000",2016
"3,000",2016
"3,000",2016
"3,000",2016
"3,000",2016
"3,000",2016
"3,000",2016
"3,000",2016
"3,000",2016
"3,000",2016
"3,000",2016
"3,044",2016
"3,119",2016
"3,179",2016
"3,179",2016
"3,184",2016
"3,184",2016
"3,364",2016
"3,364",2016
"3,424",2016
"3,525",2016
"3,563",2016
"3,674",2016
"3,840",2016
"3,906",2016
"3,906",2016
"4,082",2016
"4,107",2016
"4,185",2016
"4,210",2016
"4,262",2016
"4,277",2016
"4,277",2016
"4,293",2016
"4,293",2016
"4,386",2016
"4,432",2016
"4,800",2016
"4,800",2016
"4,831",2016
"4,831",2016
"5,000",2016
"5,000",2016
"5,200",2016
"5,330",2016
"5,330",2016
"5,400",2016
"5,500",2016
"5,600",2016
"5,872",2016
"5,883",2016
"5,978",2016
"6,000",2016
"6,000",2016
"6,000",2016
"6,229",2016
"6,229",2016
"6,248",2016
"6,248",2016
"6,441",2016
"6,441",2016
"6,786",2016
"6,800",2016
"6,800",2016
"6,851",2016
"6,853",2016
"6,853",2016
"6,890",2016
"6,890",2016
"6,893",2016
"6,923",2016
"6,923",2016
"7,200",2016
"7,242",2016
"7,242",2016
"7,421",2016
"7,421",2016
"7,500",2016
"7,500",2016
"7,500",2016
"7,748",2016
"7,784",2016
"7,784",2016
"7,820",2016
"8,000",2016
"8,000",2016
"8,009",2016
"8,800",2016
"8,830",2016
"9,000",2016
"9,009",2016
"9,009",2016
"9,624",2016
"9,624",2016
"10,000",2016
"10,000",2016
"10,000",2016
"10,179",2016
"10,179",2016
"10,401",2016
"10,401",2016
"10,700",2016
"10,700",2016
"10,800",2016
"10,891",2016
"10,981",2016
"11,000",2016
"11,400",2016
"11,400",2016
"12,061",2016
"12,061",2016
"12,413",2016
"12,500",2016
"12,500",2016
"12,994",2016
"13,000",2016
"13,000",2016
"13,000",2016
"13,086",2016
"13,086",2016
"13,112",2016
"13,112",2016
"13,150",2016
"13,237",2016
"13,237",2016
"13,674",2016
"13,674",2016
"14,236",2016
"14,236",2016
"14,719",2016
"15,000",2016
"15,000",2016
"15,000",2016
"15,478",2016
"15,625",2016
"16,000",2016
"16,000",2016
"16,000",2016
"16,200",2016
"16,200",2016
"16,228",2016
"16,228",2016
"17,100",2016
"17,100",2016
"18,399",2016
"18,854",2016
"19,000",2016
"19,397",2016
"19,397",2016
"19,776",2016
"19,776",2016
"19,898",2016
"19,898",2016
"20,764",2016
"20,764",2016
"21,880",2016
"21,880",2016
"22,000",2016
"22,000",2016
"23,000",2016
"23,000",2016
"23,015",2016
"23,015",2016
"23,341",2016
"23,341",2016
"24,188",2016
"24,188",2016
"25,000",2016
"25,000",2016
"26,588",2016
"26,588",2016
"26,873",2016
"27,393",2016
"27,393",2016
"28,000",2016
"28,000",2016
"28,209",2016
"28,209",2016
"29,000",2016
"29,153",2016
"29,153",2016
"29,156",2016
"29,514",2016
"29,969",2016
"29,969",2016
"30,972",2016
"30,972",2016
"31,000",2016
"31,000",2016
"33,698",2016
"33,698",2016
"34,000",2016
"34,055",2016
"35,000",2016
"36,496",2016
"40,491",2016
"40,491",2016
"42,372",2016
"43,961",2016
"43,961",2016
"44,000",2016
"48,000",2016
"50,000",2016
"50,000",2016
"52,076",2016
"52,076",2016
"55,700",2016
"59,000",2016
"59,000",2016
"63,000",2016
"64,000",2016
"64,000",2016
"65,000",2016
"68,631",2016
"68,631",2016
"70,000",2016
"81,122",2016
"87,069",2016
"87,314",2016
"87,314",2016
"91,000",2016
"91,187",2016
"101,000",2016
"113,528",2016
"134,386",2016
"134,386",2016
"140,000",2016
"177,000",2016
"200,000",2016
"201,000",2016
"205,748",2016
"205,748",2016
"300,000",2016
"320,000",2016
"325,000",2016
"365,000",2016
"381,504",2016
"400,000",2016
"400,000",2016
"431,000",2016
"483,063",2016
"483,063",2016
"531,000",2016
"651,971",2016
"655,000",2016
"749,017",2016
"800,000",2016
"808,000",2016
"880,000",2016
"882,590",2016
"950,000",2016
"1,000,000",2016
"1,100,000",2016
"1,600,000",2016
"1,700,000",2016
"2,200,000",2016
"3,466,120",2016
"3,620,000",2016
"5,000,000",2016
"6,600,000",2016
"22,535,000",2016
"28,200,000",2016
"32,000,000",2016
"43,430,300",2016
"65,469,300",2016
"117,000,000",2016
"191,000,000",2016
"360,000,000",2016
"412,000,000",2016
"500,000,000",2016
"3,000,000,000",2016
1,2017
1,2017
1,2017
1,2017
1,2017
1,2017
1,2017
1,2017
1,2017
1,2017
1,2017
1,2017
1,2017
2,2017
2,2017
2,2017
2,2017
2,2017
4,2017
4,2017
4,2017
5,2017
7,2017
8,2017
8,2017
9,2017
9,2017
10,2017
11,2017
12,2017
15,2017
17,2017
20,2017
23,2017
33,2017
36,2017
48,2017
48,2017
52,2017
55,2017
56,2017
56,2017
66,2017
67,2017
69,2017
75,2017
89,2017
91,2017
99,2017
108,2017
112,2017
123,2017
134,2017
135,2017
143,2017
144,2017
153,2017
155,2017
161,2017
161,2017
194,2017
221,2017
222,2017
228,2017
229,2017
239,2017
239,2017
244,2017
245,2017
250,2017
250,2017
257,2017
263,2017
274,2017
320,2017
345,2017
348,2017
348,2017
362,2017
402,2017
455,2017
500,2017
500,2017
500,2017
500,2017
500,2017
500,2017
500,2017
500,2017
500,2017
500,2017
500,2017
500,2017
500,2017
500,2017
500,2017
500,2017
500,2017
500,2017
501,2017
501,2017
506,2017
515,2017
517,2017
523,2017
536,2017
550,2017
550,2017
550,2017
554,2017
557,2017
569,2017
569,2017
569,2017
571,2017
576,2017
588,2017
596,2017
600,2017
600,2017
600,2017
600,2017
600,2017
600,2017
611,2017
613,2017
623,2017
629,2017
631,2017
638,2017
639,2017
643,2017
643,2017
644,2017
647,2017
650,2017
652,2017
653,2017
653,2017
661,2017
664,2017
670,2017
680,2017
683,2017
685,2017
687,2017
689,2017
702,2017
703,2017
703,2017
703,2017
710,2017
719,2017
720,2017
724,2017
724,2017
725,2017
727,2017
732,2017
732,2017
742,2017
744,2017
744,2017
750,2017
754,2017
769,2017
776,2017
800,2017
808,2017
808,2017
820,2017
822,2017
822,2017
835,2017
836,2017
836,2017
836,2017
836,2017
843,2017
844,2017
859,2017
860,2017
871,2017
871,2017
880,2017
887,2017
902,2017
909,2017
912,2017
932,2017
939,2017
939,2017
939,2017
951,2017
955,2017
955,2017
959,2017
960,2017
967,2017
979,2017
"1,000",2017
"1,000",2017
"1,000",2017
"1,031",2017
"1,051",2017
"1,069",2017
"1,069",2017
"1,074",2017
"1,081",2017
"1,086",2017
"1,090",2017
"1,126",2017
"1,128",2017
"1,132",2017
"1,134",2017
"1,140",2017
"1,145",2017
"1,160",2017
"1,176",2017
"1,190",2017
"1,200",2017
"1,200",2017
"1,200",2017
"1,200",2017
"1,205",2017
"1,208",2017
"1,239",2017
"1,243",2017
"1,249",2017
"1,272",2017
"1,272",2017
"1,278",2017
"1,279",2017
"1,280",2017
"1,291",2017
"1,298",2017
"1,300",2017
"1,303",2017
"1,320",2017
"1,320",2017
"1,359",2017
"1,359",2017
"1,375",2017
"1,380",2017
"1,396",2017
"1,399",2017
"1,417",2017
"1,434",2017
"1,458",2017
"1,464",2017
"1,469",2017
"1,500",2017
"1,506",2017
"1,511",2017
"1,529",2017
"1,530",2017
"1,551",2017
"1,551",2017
"1,586",2017
"1,594",2017
"1,594",2017
"1,595",2017
"1,600",2017
"1,617",2017
"1,637",2017
"1,697",2017
"1,700",2017
"1,700",2017
"1,700",2017
"1,715",2017
"1,715",2017
"1,716",2017
"1,741",2017
"1,750",2017
"1,772",2017
"1,775",2017
"1,800",2017
"1,800",2017
"1,806",2017
"1,842",2017
"1,843",2017
"1,850",2017
"1,873",2017
"1,882",2017
"1,900",2017
"1,900",2017
"1,911",2017
"1,915",2017
"1,969",2017
"1,969",2017
"1,992",2017
"2,000",2017
"2,000",2017
"2,000",2017
"2,000",2017
"2,000",2017
"2,000",2017
"2,009",2017
"2,036",2017
"2,039",2017
"2,069",2017
"2,079",2017
"2,081",2017
"2,100",2017
"2,117",2017
"2,146",2017
"2,158",2017
"2,181",2017
"2,189",2017
"2,200",2017
"2,263",2017
"2,299",2017
"2,300",2017
"2,385",2017
"2,400",2017
"2,450",2017
"2,452",2017
"2,459",2017
"2,493",2017
"2,500",2017
"2,500",2017
"2,500",2017
"2,598",2017
"2,620",2017
"2,649",2017
"2,657",2017
"2,677",2017
"2,693",2017
"2,700",2017
"2,718",2017
"2,789",2017
"2,800",2017
"2,816",2017
"2,837",2017
"2,853",2017
"2,898",2017
"2,921",2017
"2,953",2017
"2,953",2017
"2,962",2017
"2,969",2017
"3,000",2017
"3,085",2017
"3,122",2017
"3,247",2017
"3,275",2017
"3,280",2017
"3,280",2017
"3,348",2017
"3,365",2017
"3,370",2017
"3,400",2017
"3,400",2017
"3,467",2017
"3,494",2017
"3,553",2017
"3,600",2017
"3,714",2017
"3,831",2017
"3,882",2017
"3,898",2017
"3,929",2017
"3,982",2017
"4,000",2017
"4,102",2017
"4,141",2017
"4,145",2017
"4,145",2017
"4,220",2017
"4,229",2017
"4,300",2017
"4,389",2017
"4,391",2017
"4,500",2017
"4,559",2017
"4,600",2017
"4,624",2017
"4,668",2017
"4,721",2017
"4,800",2017
"4,844",2017
"4,949",2017
"5,000",2017
"5,000",2017
"5,000",2017
"5,000",2017
"5,002",2017
"5,155",2017
"5,220",2017
"5,220",2017
"5,335",2017
"5,403",2017
"5,403",2017
"5,454",2017
"5,511",2017
"5,511",2017
"5,524",2017
"5,576",2017
"5,600",2017
"5,764",2017
"5,806",2017
"5,806",2017
"5,956",2017
"6,000",2017
"6,000",2017
"6,012",2017
"6,020",2017
"6,100",2017
"6,109",2017
"6,119",2017
"6,197",2017
"6,231",2017
"6,231",2017
"6,550",2017
"6,599",2017
"6,642",2017
"6,800",2017
"7,000",2017
"7,000",2017
"7,028",2017
"7,221",2017
"7,253",2017
"7,445",2017
"7,445",2017
"7,468",2017
"7,492",2017
"7,520",2017
"7,583",2017
"7,976",2017
"8,256",2017
"8,256",2017
"8,352",2017
"8,352",2017
"8,450",2017
"8,750",2017
"8,862",2017
"9,000",2017
"9,000",2017
"9,000",2017
"9,129",2017
"9,289",2017
"9,305",2017
"9,500",2017
"9,500",2017
"9,549",2017
"9,600",2017
"9,681",2017
"9,769",2017
"10,000",2017
"10,000",2017
"10,000",2017
"10,143",2017
"10,164",2017
"10,198",2017
"10,229",2017
"10,500",2017
"10,500",2017
"10,777",2017
"10,796",2017
"11,000",2017
"11,247",2017
"11,347",2017
"11,347",2017
"11,368",2017
"11,603",2017
"11,707",2017
"11,798",2017
"11,887",2017
"12,000",2017
"12,172",2017
"12,731",2017
"12,731",2017
"12,789",2017
"12,789",2017
"12,806",2017
"12,861",2017
"13,004",2017
"13,004",2017
"13,402",2017
"13,861",2017
"14,000",2017
"14,005",2017
"14,633",2017
"14,734",2017
"14,900",2017
"15,000",2017
"15,000",2017
"15,000",2017
"15,212",2017
"15,326",2017
"15,400",2017
"15,422",2017
"15,761",2017
"16,238",2017
"16,474",2017
"16,562",2017
"16,659",2017
"17,037",2017
"17,090",2017
"17,090",2017
"17,309",2017
"17,634",2017
"17,634",2017
"17,902",2017
"18,000",2017
"18,000",2017
"18,133",2017
"18,500",2017
"18,580",2017
"18,785",2017
"19,114",2017
"19,203",2017
"19,438",2017
"19,564",2017
"19,727",2017
"20,431",2017
"20,966",2017
"21,856",2017
"21,880",2017
"22,000",2017
"22,000",2017
"22,000",2017
"22,182",2017
"24,000",2017
"24,809",2017
"24,999",2017
"25,000",2017
"25,450",2017
"25,848",2017
"26,000",2017
"26,000",2017
"26,000",2017
"27,113",2017
"28,012",2017
"28,437",2017
"28,740",2017
"29,000",2017
"29,579",2017
"30,000",2017
"32,000",2017
"33,000",2017
"33,877",2017
"34,000",2017
"34,097",2017
"35,108",2017
"35,147",2017
"36,000",2017
"36,485",2017
"36,840",2017
"39,000",2017
"40,000",2017
"42,587",2017
"42,720",2017
"43,563",2017
"44,000",2017
"46,632",2017
"47,000",2017
"47,000",2017
"50,000",2017
"51,232",2017
"53,173",2017
"54,000",2017
"55,447",2017
"56,075",2017
"60,000",2017
"61,701",2017
"64,270",2017
"65,000",2017
"66,000",2017
"75,000",2017
"77,337",2017
"79,930",2017
"80,000",2017
"80,270",2017
"81,782",2017
"85,995",2017
"90,000",2017
"93,323",2017
"94,148",2017
"95,547",2017
"100,000",2017
"106,008",2017
"106,008",2017
"119,000",2017
"127,310",2017
"128,000",2017
"128,000",2017
"139,810",2017
"150,000",2017
"160,000",2017
"176,295",2017
"187,788",2017
"220,000",2017
"226,881",2017
"246,167",2017
"266,123",2017
"279,663",2017
"300,000",2017
"300,000",2017
"300,000",2017
"325,000",2017
"335,000",2017
"500,000",2017
"540,000",2017
"593,328",2017
"609,064",2017
"650,000",2017
"657,529",2017
"697,800",2017
"825,000",2017
"880,000",2017
"950,000",2017
"1,300,000",2017
"1,503,710",2017
"1,600,000",2017
"2,000,000",2017
"2,000,000",2017
"2,000,000",2017
"2,100,000",2017
"4,000,000",2017
"4,300,000",2017
"5,500,000",2017
"7,500,000",2017
"8,000,000",2017
"33,500,000",2017
"57,000,000",2017
